Location 1,Location 2,Price,Rooms,Bathrooms,CarParks,Type,Furnish
Kepong,Kuala-Lumpur,1000000,4,4,0,Land-area,Fully
Cheras,Kuala-Lumpur,900000,4,3,0,Land-area,Unfurnished
Bangsar,Kuala-Lumpur,1180000,3,2,0,Land-area,Unfurnished
Cheras,Kuala-Lumpur,1500000,5,4,0,Land-area,Fully
Kepong,Kuala-Lumpur,1150000,4,3,0,Land-area,Fully
Damansara,Kuala-Lumpur,935000,4,3,0,Land-area,Partly
Cheras,Kuala-Lumpur,768000,4,3,0,Land-area,Fully
Kepong,Kuala-Lumpur,800000,4,4,0,Land-area,Fully
Kepong,Kuala-Lumpur,950000,4,3,0,Land-area,Partly
Kepong,Kuala-Lumpur,520000,3,2,0,Land-area,Partly
Kepong,Kuala-Lumpur,699000,4,3,0,Land-area,Partly
Kepong,Kuala-Lumpur,880000,4,3,0,Land-area,Partly
Segambut,Kuala-Lumpur,950000,4,1,0,Land-area,Partly
Jalan-Kuching,Kuala-Lumpur,835000,4,2,0,Land-area,Partly
Kepong,Kuala-Lumpur,1600000,5,5,0,Land-area,Partly
Jalan-Ipoh,Kuala-Lumpur,748000,4,3,0,Land-area,Unfurnished
Bandar-Menjalara,Kuala-Lumpur,888000,4,3,0,Land-area,Unfurnished
Kepong,Kuala-Lumpur,490000,3,2,0,Land-area,Unfurnished
Kepong,Kuala-Lumpur,910000,4,3,0,Land-area,Partly
Kepong,Kuala-Lumpur,528000,3,2,0,Land-area,Partly
Cheras,Kuala-Lumpur,720000,5,3,0,Land-area,Unfurnished
Sri-Petaling,Kuala-Lumpur,1400000,5,5,0,Land-area,Partly
Cheras,Kuala-Lumpur,800000,4,3,0,Land-area,Partly
Cheras,Kuala-Lumpur,800000,4,3,0,Land-area,Partly
Kepong,Kuala-Lumpur,530000,3,2,0,Land-area,Unfurnished
Kepong,Kuala-Lumpur,960000,4,3,0,Land-area,Partly
Kepong,Kuala-Lumpur,530000,3,2,0,Land-area,Unfurnished
Kepong,Kuala-Lumpur,565000,3,2,0,Land-area,Unfurnished
Kepong,Kuala-Lumpur,1320000,5,4,0,Land-area,Partly
Cheras,Kuala-Lumpur,788000,4,3,0,Land-area,Partly
Kepong,Kuala-Lumpur,620000,3,2,0,Land-area,Partly
Kepong,Kuala-Lumpur,530000,3,2,0,Land-area,Partly
Kepong,Kuala-Lumpur,1250000,6,6,0,Land-area,Unfurnished
Puchong,Kuala-Lumpur,850000,4,2,0,Land-area,Unfurnished
Cheras,Kuala-Lumpur,865000,4,3,0,Land-area,Fully
Cheras,Kuala-Lumpur,800000,4,3,0,Land-area,Unfurnished
Sunway-SPK,Kuala-Lumpur,1650000,5,4,0,Land-area,Partly
Kepong,Kuala-Lumpur,550000,3,2,0,Land-area,Unfurnished
Cheras,Kuala-Lumpur,788000,4,3,0,Land-area,Partly
OUG,Kuala-Lumpur,1200000,5,4,0,Land-area,Fully
Cheras,Kuala-Lumpur,668000,5,3,0,Land-area,Partly
Kepong,Kuala-Lumpur,1050000,5,4,0,Land-area,Partly
Kepong,Kuala-Lumpur,1270000,6,6,0,Land-area,Partly
Kepong,Kuala-Lumpur,1300000,6,6,0,Land-area,Unfurnished
Cheras,Kuala-Lumpur,748000,4,3,0,Land-area,Partly
Keramat,Kuala-Lumpur,660000,4,3,0,Land-area,Partly
Setapak,Kuala-Lumpur,800000,4,3,0,Land-area,Partly
Damansara-Heights,Kuala-Lumpur,1400000,4,3,0,Land-area,Unfurnished
Kepong,Kuala-Lumpur,1200000,5,4,0,Land-area,Partly
Sentul,Kuala-Lumpur,1200000,7,7,0,Land-area,Fully
Bandar-Menjalara,Kuala-Lumpur,899000,4,3,0,Land-area,Partly
Kepong,Kuala-Lumpur,495000,3,2,0,Land-area,Partly
Kepong,Kuala-Lumpur,579999,3,2,0,Land-area,Partly
Setiawangsa,Kuala-Lumpur,1300000,4,4,0,Land-area,Partly
Sri-Hartamas,Kuala-Lumpur,1550000,4,3,0,Land-area,Partly
Cheras,Kuala-Lumpur,660000,4,3,0,Land-area,Unfurnished
Bangsar,Kuala-Lumpur,1590000,4,3,0,Land-area,Partly
Setapak,Kuala-Lumpur,800000,4,3,0,Land-area,Partly
Cheras,Kuala-Lumpur,650000,5,3,0,Land-area,Unfurnished
Sri-Petaling,Kuala-Lumpur,1250000,5,5,0,Land-area,Partly
Cheras,Kuala-Lumpur,780000,5,3,0,Land-area,Partly
Sri-Hartamas,Kuala-Lumpur,1700000,4,3,0,Land-area,Fully
Cheras,Kuala-Lumpur,850000,4,4,0,Land-area,Partly
Keramat,Kuala-Lumpur,850000,4,3,0,Land-area,Partly
Cheras,Kuala-Lumpur,870000,4,3,0,Land-area,Fully
Ampang,Kuala-Lumpur,500000,4,4,0,Land-area,Unfurnished
Cheras,Kuala-Lumpur,688000,5,4,0,Land-area,Fully
Setapak,Kuala-Lumpur,730000,4,3,0,Land-area,Partly
Setapak,Kuala-Lumpur,850000,4,3,0,Land-area,Partly
Setiawangsa,Kuala-Lumpur,900000,4,3,0,Land-area,Partly
Kepong,Kuala-Lumpur,1100000,4,3,0,Land-area,Partly
Kepong,Kuala-Lumpur,1600,4,3,0,Land-area,Unfurnished
Cheras,Kuala-Lumpur,750000,5,3,0,Land-area,Partly
Cheras,Kuala-Lumpur,835000,4,4,0,Land-area,Fully
Cheras,Kuala-Lumpur,1100000,6,4,0,Land-area,Partly
Cheras,Kuala-Lumpur,670000,4,3,0,Land-area,Unfurnished
Cheras,Kuala-Lumpur,650000,5,3,0,Land-area,Unfurnished
Cheras,Kuala-Lumpur,650000,5,3,0,Land-area,Unfurnished
Segambut,Kuala-Lumpur,980000,4,3,0,Land-area,Partly
Segambut,Kuala-Lumpur,998000,4,3,0,Land-area,Partly
Cheras,Kuala-Lumpur,850000,4,3,0,Land-area,Partly
Kepong,Kuala-Lumpur,570000,4,3,0,Land-area,Unfurnished
Cheras,Kuala-Lumpur,1200000,4,3,0,Land-area,Partly
Cheras,Kuala-Lumpur,790000,5,2,0,Land-area,Partly
Sri-Petaling,Kuala-Lumpur,1100000,5,5,0,Land-area,Partly
Sri-Petaling,Kuala-Lumpur,1100000,5,5,0,Land-area,Partly
Sungai-Besi,Kuala-Lumpur,1350000,6,5,0,Land-area,Fully
Sri-Hartamas,Kuala-Lumpur,1650000,4,3,0,Land-area,Partly
Bandar-Menjalara,Kuala-Lumpur,950000,4,3,0,Land-area,Fully
Bandar-Menjalara,Kuala-Lumpur,828000,5,4,0,Land-area,Partly
Kepong,Kuala-Lumpur,680000,3,2,0,Land-area,Partly
Sri-Petaling,Kuala-Lumpur,1200000,5,4,0,Land-area,Partly
Kepong,Kuala-Lumpur,820000,4,3,0,Land-area,Partly
Kepong,Kuala-Lumpur,680000,3,2,0,Land-area,Partly
Kepong,Kuala-Lumpur,680000,3,2,0,Land-area,Partly
Segambut,Kuala-Lumpur,915000,4,3,0,Land-area,Partly
Kepong,Kuala-Lumpur,650000,3,2,0,Land-area,Partly
Sri-Petaling,Kuala-Lumpur,1200000,5,4,0,Land-area,Partly
Setapak,Kuala-Lumpur,850000,4,4,0,Land-area,Partly
Setapak,Kuala-Lumpur,1000000,4,3,0,Land-area,Unfurnished
Kepong,Kuala-Lumpur,985000,4,3,0,Land-area,Partly
Kepong,Kuala-Lumpur,1320000,4,4,0,Land-area,Partly
Kepong,Kuala-Lumpur,720000,4,3,0,Land-area,Partly
Sri-Petaling,Kuala-Lumpur,800000,4,3,0,Land-area,Partly
Cheras,Kuala-Lumpur,850000,4,3,0,Land-area,Partly
Sri-Petaling,Kuala-Lumpur,1200000,5,4,0,Land-area,Partly
Segambut,Kuala-Lumpur,1620000,5,5,0,Land-area,Partly
Kepong,Kuala-Lumpur,680000,3,2,0,Land-area,Partly
Jalan-Klang-Lama,Kuala-Lumpur,850000,4,3,0,Land-area,Partly
OUG,Kuala-Lumpur,900000,5,3,0,Land-area,Unfurnished
Cheras,Kuala-Lumpur,928000,6,6,0,Land-area,Unfurnished
Desa-ParkCity,Kuala-Lumpur,970000,4,3,0,Land-area,Fully
Kepong,Kuala-Lumpur,850000,4,3,0,Land-area,Fully
Taman-Desa,Kuala-Lumpur,1250000,4,3,0,Land-area,Partly
Wangsa-Maju,Kuala-Lumpur,1280000,6,4,0,Land-area,Partly
Cheras,Kuala-Lumpur,820000,4,3,0,Land-area,Unfurnished
Sri-Petaling,Kuala-Lumpur,630000,3,2,0,Land-area,Unfurnished
Kepong,Kuala-Lumpur,928000,4,3,0,Land-area,Partly
Kuchai-Lama,Kuala-Lumpur,918000,5,3,0,Land-area,Partly
Kuchai-Lama,Kuala-Lumpur,1750000,6,5,0,Land-area,Partly
Kepong,Kuala-Lumpur,788000,4,3,0,Land-area,Partly
Kepong,Kuala-Lumpur,750000,3,2,0,Land-area,Partly
Sri-Petaling,Kuala-Lumpur,1150000,5,4,0,Land-area,Partly
Cheras,Kuala-Lumpur,820000,4,4,0,Land-area,Partly
Kepong,Kuala-Lumpur,750000,4,3,0,Land-area,Partly
Kepong,Kuala-Lumpur,820000,4,3,0,Land-area,Partly
Kepong,Kuala-Lumpur,720000,4,3,0,Land-area,Partly
Kepong,Kuala-Lumpur,915000,4,2,0,Land-area,Unfurnished
Kepong,Kuala-Lumpur,750000,4,3,0,Land-area,Unfurnished
Kepong,Kuala-Lumpur,928000,4,3,0,Land-area,Partly
Jalan-Ipoh,Kuala-Lumpur,1180000,4,3,0,Land-area,Partly
Sri-Petaling,Kuala-Lumpur,1200000,5,4,0,Land-area,Partly
OUG,Kuala-Lumpur,1230000,5,4,0,Land-area,Partly
Kepong,Kuala-Lumpur,680000,3,2,0,Land-area,Partly
Cheras,Kuala-Lumpur,760000,4,3,0,Land-area,Partly
Kuchai-Lama,Kuala-Lumpur,1750000,5,4,0,Land-area,Fully
Kepong,Kuala-Lumpur,880000,4,3,0,Land-area,Partly
Bangsar,Kuala-Lumpur,1190000,4,2,0,Land-area,Partly
Kepong,Kuala-Lumpur,745000,4,3,0,Land-area,Partly
Jalan-Ipoh,Kuala-Lumpur,850000,4,3,0,Land-area,Partly
OUG,Kuala-Lumpur,980000,4,3,0,Land-area,Partly
Kepong,Kuala-Lumpur,799000,4,2,0,Land-area,Partly
Kepong,Kuala-Lumpur,950000,4,3,0,Land-area,Fully
Setapak,Kuala-Lumpur,1000000,4,3,0,Land-area,Fully
Kepong,Kuala-Lumpur,1200000,4,3,0,Land-area,Partly
Kepong,Kuala-Lumpur,950000,4,3,0,Land-area,Partly
OUG,Kuala-Lumpur,820000,6,2,0,Land-area,Partly
Taman-Tun-Dr-Ismail,Kuala-Lumpur,1020000,3,2,0,Land-area,Unfurnished
Kepong,Kuala-Lumpur,828000,4,2,0,Land-area,Partly
Kepong,Kuala-Lumpur,828000,4,3,0,Land-area,Partly
Kepong,Kuala-Lumpur,828000,4,3,0,Land-area,Partly
Kepong,Kuala-Lumpur,680000,4,3,0,Land-area,Partly
Jalan-Ipoh,Kuala-Lumpur,1199000,4,3,0,Land-area,Partly
Bandar-Menjalara,Kuala-Lumpur,750000,4,3,0,Land-area,Partly
Cheras,Kuala-Lumpur,980000,4,3,0,Land-area,Fully
Taman-Desa,Kuala-Lumpur,993000,4,2,0,Land-area,Unfurnished
Sri-Petaling,Kuala-Lumpur,820000,3,3,0,Land-area,Partly
Cheras,Kuala-Lumpur,700000,4,3,0,Land-area,Unfurnished
Bandar-Menjalara,Kuala-Lumpur,850000,4,3,0,Land-area,Partly
Kepong,Kuala-Lumpur,1100000,4,3,0,Land-area,Partly
Keramat,Kuala-Lumpur,800000,4,3,0,Land-area,Partly
Sri-Petaling,Kuala-Lumpur,650000,3,2,0,Land-area,Partly
Kepong,Kuala-Lumpur,945000,4,3,0,Land-area,Partly
Taman-Tun-Dr-Ismail,Kuala-Lumpur,1180000,3,2,0,Land-area,Partly
Setapak,Kuala-Lumpur,835000,4,3,0,Land-area,Unfurnished
Ampang,Kuala-Lumpur,1200000,4,3,0,Land-area,Partly
Setapak,Kuala-Lumpur,700000,3,2,0,Land-area,Partly
Sri-Petaling,Kuala-Lumpur,900000,4,3,0,Land-area,Fully
Sri-Petaling,Kuala-Lumpur,880000,4,3,0,Land-area,Fully
Taman-Melawati,Kuala-Lumpur,840000,4,3,0,Land-area,Partly
Kepong,Kuala-Lumpur,830000,4,3,0,Land-area,Unfurnished
Kepong,Kuala-Lumpur,950000,4,3,0,Land-area,Unfurnished
Cheras,Kuala-Lumpur,1250000,4,3,0,Land-area,Fully
Sri-Petaling,Kuala-Lumpur,630000,3,2,0,Land-area,Partly
Kepong,Kuala-Lumpur,599000,4,2,0,Land-area,Partly
Kepong,Kuala-Lumpur,1250000,4,4,0,Land-area,Fully
Desa-ParkCity,Kuala-Lumpur,799000,4,3,0,Land-area,Fully
Cheras,Kuala-Lumpur,850000,4,3,0,Land-area,Partly
Kepong,Kuala-Lumpur,1080000,5,4,0,Land-area,Partly
Bangsar,Kuala-Lumpur,1850000,4,3,0,Land-area,Partly
Kepong,Kuala-Lumpur,880000,4,3,0,Land-area,Partly
Kepong,Kuala-Lumpur,1280000,6,5,0,Land-area,Partly
Bukit-Jalil,Kuala-Lumpur,960000,6,6,0,Land-area,Unfurnished
Setapak,Kuala-Lumpur,1300000,4,4,0,Land-area,Partly
Taman-Desa,Kuala-Lumpur,1380000,4,3,0,Land-area,Unfurnished
Taman-Desa,Kuala-Lumpur,1250000,4,3,0,Land-area,Fully
Kepong,Kuala-Lumpur,1400000,5,4,0,Land-area,Partly
Bukit-Jalil,Kuala-Lumpur,1250000,5,6,0,Land-area,Fully
Kepong,Kuala-Lumpur,1080000,4,3,0,Land-area,Partly
Kepong,Kuala-Lumpur,850000,4,3,0,Land-area,Unfurnished
Sri-Hartamas,Kuala-Lumpur,1800000,4,3,0,Land-area,Partly
Taman-Tun-Dr-Ismail,Kuala-Lumpur,1100000,3,3,0,Land-area,Unfurnished
Kepong,Kuala-Lumpur,850000,4,3,0,Land-area,Fully
Bukit-Jalil,Kuala-Lumpur,1350000,5,6,0,Land-area,Partly
Kepong,Kuala-Lumpur,660000,4,2,0,Land-area,Partly
Bukit-Jalil,Kuala-Lumpur,1270000,5,6,0,Land-area,Partly
Sri-Hartamas,Kuala-Lumpur,1880000,4,3,0,Land-area,Partly
Bandar-Menjalara,Kuala-Lumpur,820000,4,3,0,Land-area,Partly
Kepong,Kuala-Lumpur,1150000,4,3,0,Land-area,Partly
Bangsar,Kuala-Lumpur,1650000,4,3,0,Land-area,Partly
Cheras,Kuala-Lumpur,750000,4,3,0,Land-area,Unfurnished
Kepong,Kuala-Lumpur,720000,4,3,0,Land-area,Unfurnished
Bangsar,Kuala-Lumpur,1950000,4,3,0,Land-area,Partly
Kepong,Kuala-Lumpur,850000,4,2,0,Land-area,Partly
Cheras,Kuala-Lumpur,920000,4,3,0,Land-area,Partly
Taman-Tun-Dr-Ismail,Kuala-Lumpur,1800000,4,3,0,Land-area,Partly
Taman-Tun-Dr-Ismail,Kuala-Lumpur,1790000,4,3,0,Land-area,Partly
Damansara-Heights,Kuala-Lumpur,1980000,4,3,0,Land-area,Partly
Taman-Desa,Kuala-Lumpur,1250000,4,3,0,Land-area,Partly
Ampang,Kuala-Lumpur,1300000,6,8,0,Land-area,Unfurnished
Bangsar,Kuala-Lumpur,1478000,4,3,0,Land-area,Partly
Bukit-Jalil,Kuala-Lumpur,1620000,5,4,0,Land-area,Partly
Bukit-Jalil,Kuala-Lumpur,1680000,5,4,0,Land-area,Partly
Cheras,Kuala-Lumpur,1250000,5,3,0,Land-area,Fully
Jalan-Ipoh,Kuala-Lumpur,1850000,4,3,0,Land-area,Partly
Cheras,Kuala-Lumpur,680000,3,4,0,Land-area,Unfurnished
Cheras,Kuala-Lumpur,570000,2,1,0,Land-area,Partly
Sri-Petaling,Kuala-Lumpur,1000000,4,3,0,Land-area,Partly
Segambut,Kuala-Lumpur,780000,3,2,0,Land-area,Fully
Sri-Hartamas,Kuala-Lumpur,4500000,5,6,0,Land-area,Partly
Taman-Tun-Dr-Ismail,Kuala-Lumpur,2300000,6,6,0,Land-area,Unfurnished
Taman-Tun-Dr-Ismail,Kuala-Lumpur,2650000,6,6,0,Land-area,Unfurnished
Sri-Hartamas,Kuala-Lumpur,4500000,5,6,0,Land-area,Partly
Cheras,Kuala-Lumpur,868000,5,4,0,Land-area,Partly
Taman-Tun-Dr-Ismail,Kuala-Lumpur,1650000,4,3,0,Land-area,Partly
Bukit-Jalil,Kuala-Lumpur,1600000,5,4,0,Land-area,Fully
Segambut,Kuala-Lumpur,1400000,5,4,0,Land-area,Partly
Jalan-Klang-Lama,Kuala-Lumpur,1550000,5,4,0,Land-area,Fully
Bukit-Jalil,Kuala-Lumpur,1790000,5,4,0,Land-area,Fully
Bukit-Jalil,Kuala-Lumpur,1800000,5,5,0,Land-area,Partly
Cheras,Kuala-Lumpur,880000,5,3,0,Land-area,Partly
Cheras,Kuala-Lumpur,850000,4,3,0,Land-area,Partly
Bukit-Jalil,Kuala-Lumpur,1850000,7,4,0,Land-area,Fully
Bukit-Jalil,Kuala-Lumpur,1800000,5,5,0,Land-area,Partly
Mont-Kiara,Kuala-Lumpur,3600000,5,5,0,Land-area,Partly
Sri-Hartamas,Kuala-Lumpur,3600000,5,4,0,Land-area,Partly
Mont-Kiara,Kuala-Lumpur,3600000,5,4,0,Land-area,Partly
Mont-Kiara,Kuala-Lumpur,3800000,5,4,0,Land-area,Partly
Seputeh,Kuala-Lumpur,1500000,5,4,0,Land-area,Partly
Desa-ParkCity,Kuala-Lumpur,2980000,5,5,0,Land-area,Partly
Desa-ParkCity,Kuala-Lumpur,3500000,5,3,0,Land-area,Partly
Desa-ParkCity,Kuala-Lumpur,4500000,4,5,0,Land-area,Partly
Desa-ParkCity,Kuala-Lumpur,3500000,5,3,0,Land-area,Partly
Cheras,Kuala-Lumpur,1380000,5,3,0,Land-area,Partly
Kepong,Kuala-Lumpur,600000,3,2,0,Land-area,Partly
Sungai-Besi,Kuala-Lumpur,540000,3,2,0,Land-area,Partly
Kepong,Kuala-Lumpur,2100000,5,6,0,Land-area,Partly
Bukit-Jalil,Kuala-Lumpur,1800000,5,4,0,Land-area,Partly
Bukit-Jalil,Kuala-Lumpur,1800000,5,4,0,Land-area,Partly
Bukit-Jalil,Kuala-Lumpur,1800000,5,4,0,Land-area,Partly
Bukit-Jalil,Kuala-Lumpur,1800000,5,4,0,Land-area,Partly
Jalan-Ipoh,Kuala-Lumpur,480000,3,2,0,Land-area,Unfurnished
Cheras,Kuala-Lumpur,700000,4,3,0,Land-area,Partly
Pandan-Indah,Kuala-Lumpur,480000,3,3,0,Land-area,Partly
Salak-Selatan,Kuala-Lumpur,575000,3,2,0,Land-area,Partly
Salak-Selatan,Kuala-Lumpur,598000,3,2,0,Land-area,Partly
Cheras,Kuala-Lumpur,850000,4,3,0,Land-area,Fully
Cheras,Kuala-Lumpur,899000,4,3,0,Land-area,Partly
Bangsar,Kuala-Lumpur,1650000,4,3,0,Land-area,Partly
Bangsar,Kuala-Lumpur,1880000,4,3,0,Land-area,Partly
Taman-Tun-Dr-Ismail,Kuala-Lumpur,1920000,4,3,0,Land-area,Partly
Cheras,Kuala-Lumpur,1650000,6,6,0,Land-area,Partly
Cheras,Kuala-Lumpur,1280000,5,5,0,Land-area,Unfurnished
Bandar-Damai-Perdana,Kuala-Lumpur,1100000,5,5,0,Land-area,Unfurnished
Bandar-Damai-Perdana,Kuala-Lumpur,1150000,5,4,0,Land-area,Partly
Taman-Tun-Dr-Ismail,Kuala-Lumpur,1450000,5,3,0,Land-area,Partly
Taman-Tun-Dr-Ismail,Kuala-Lumpur,1580000,4,3,0,Land-area,Partly
Damansara-Heights,Kuala-Lumpur,1450000,9,4,0,Land-area,Partly
Taman-Tun-Dr-Ismail,Kuala-Lumpur,1700000,4,3,0,Land-area,Partly
Taman-Tun-Dr-Ismail,Kuala-Lumpur,1650000,4,3,0,Land-area,Partly
Cheras,Kuala-Lumpur,760000,4,3,0,Land-area,Partly
Cheras,Kuala-Lumpur,990000,5,5,0,Land-area,Unfurnished
Taman-Tun-Dr-Ismail,Kuala-Lumpur,1350000,5,3,0,Land-area,Partly
Cheras,Kuala-Lumpur,1300000,5,0,0,Land-area,Partly
Puchong,Kuala-Lumpur,1300000,6,6,0,Land-area,Partly
Sungai-Besi,Kuala-Lumpur,1380000,5,6,0,Land-area,Partly
Taman-Tun-Dr-Ismail,Kuala-Lumpur,1090000,3,2,0,Land-area,Unfurnished
Taman-Tun-Dr-Ismail,Kuala-Lumpur,1060000,3,2,0,Land-area,Unfurnished
Sungai-Besi,Kuala-Lumpur,1500000,5,5,0,Land-area,Unfurnished
Jalan-Ipoh,Kuala-Lumpur,1250000,5,5,0,Land-area,Partly
Jalan-Ipoh,Kuala-Lumpur,900000,5,3,0,Land-area,Partly
Cheras,Kuala-Lumpur,1200000,5,6,0,Land-area,Unfurnished
Bangsar,Kuala-Lumpur,1250000,3,2,0,Land-area,Partly
Cheras,Kuala-Lumpur,900000,4,3,0,Land-area,Partly
Sungai-Besi,Kuala-Lumpur,1380000,5,5,0,Land-area,Unfurnished
Wangsa-Maju,Kuala-Lumpur,1400000,6,4,0,Land-area,Partly
Wangsa-Maju,Kuala-Lumpur,1380000,6,4,0,Land-area,Partly
Cheras,Kuala-Lumpur,1700000,5,4,0,Land-area,Fully
Wangsa-Maju,Kuala-Lumpur,1250000,6,4,0,Land-area,Partly
Puchong,Kuala-Lumpur,1280000,5,4,0,Land-area,Unfurnished
Taman-Desa,Kuala-Lumpur,1199999,4,3,0,Land-area,Unfurnished
Taman-Tun-Dr-Ismail,Kuala-Lumpur,1680000,4,3,0,Land-area,Partly
Taman-Tun-Dr-Ismail,Kuala-Lumpur,1180000,5,3,0,Land-area,Partly
Brickfields,Kuala-Lumpur,280000,1,1,0,Built-up,Fully
Bangsar,Kuala-Lumpur,2550000,4,4,0,Land-area,Partly
Setapak,Kuala-Lumpur,780000,4,3,0,Land-area,Partly
Cheras,Kuala-Lumpur,525000,3,3,0,Land-area,Partly
Bukit-Tunku,Kuala-Lumpur,13800000,7,7,0,Land-area,Partly
Kepong,Kuala-Lumpur,1800000,5,5,0,Land-area,Unfurnished
Taman-Melawati,Kuala-Lumpur,1100000,4,2,0,Land-area,Unfurnished
Bangsar,Kuala-Lumpur,2900000,6,6,0,Land-area,Partly
Kepong,Kuala-Lumpur,1200000,4,3,0,Land-area,Partly
Taman-Tun-Dr-Ismail,Kuala-Lumpur,1280000,4,3,0,Land-area,Partly
Bangsar,Kuala-Lumpur,1450000,4,3,0,Land-area,Partly
Taman-Tun-Dr-Ismail,Kuala-Lumpur,1200000,4,3,0,Land-area,Partly
Kepong,Kuala-Lumpur,750000,4,3,0,Land-area,Partly
Taman-Tun-Dr-Ismail,Kuala-Lumpur,1950000,4,4,0,Land-area,Partly
Taman-Tun-Dr-Ismail,Kuala-Lumpur,1850000,4,3,0,Land-area,Partly
Kepong,Kuala-Lumpur,870000,4,3,0,Land-area,Partly
Kepong,Kuala-Lumpur,750000,4,3,0,Land-area,Partly
Bangsar,Kuala-Lumpur,1430000,3,2,0,Land-area,Partly
Bangsar,Kuala-Lumpur,1480000,3,2,0,Land-area,Partly
Taman-Tun-Dr-Ismail,Kuala-Lumpur,1200000,3,2,0,Land-area,Partly
Bangsar,Kuala-Lumpur,2500000,5,4,0,Land-area,Partly
Cheras,Kuala-Lumpur,950000,5,4,0,Land-area,Partly
Taman-Melawati,Kuala-Lumpur,2400000,5,5,0,Land-area,Fully
Ampang-Hilir,Kuala-Lumpur,2876500,5,3,0,Land-area,Partly
Kepong,Kuala-Lumpur,820000,3,2,0,Land-area,Partly
Kepong,Kuala-Lumpur,750000,3,2,0,Land-area,Partly
Sunway-SPK,Kuala-Lumpur,1042470,4,3,0,Land-area,Partly
Sunway-SPK,Kuala-Lumpur,1042470,4,3,0,Land-area,Partly
Sunway-SPK,Kuala-Lumpur,1042470,4,3,0,Land-area,Partly
Sunway-SPK,Kuala-Lumpur,1042470,4,3,0,Land-area,Partly
Jalan-Ipoh,Kuala-Lumpur,780000,3,2,0,Land-area,Unfurnished
Segambut,Kuala-Lumpur,1200000,4,3,0,Land-area,Unfurnished
Mid-Valley-City,Kuala-Lumpur,2600000,5,5,0,Land-area,Unfurnished
Cheras,Kuala-Lumpur,1130000,5,5,0,Land-area,Partly
Cheras,Kuala-Lumpur,1250000,5,5,0,Land-area,Partly
Cheras,Kuala-Lumpur,1130000,4,3,0,Land-area,Fully
Cheras,Kuala-Lumpur,1050000,4,4,0,Land-area,Partly
Cheras,Kuala-Lumpur,1250000,5,6,0,Land-area,Partly
Taman-Melawati,Kuala-Lumpur,2200000,5,5,0,Land-area,Partly
Desa-ParkCity,Kuala-Lumpur,2800000,4,4,0,Land-area,Partly
Kepong,Kuala-Lumpur,1750000,5,6,0,Land-area,Partly
Pandan-Perdana,Kuala-Lumpur,750000,3,2,0,Land-area,Partly
Bukit-Tunku,Kuala-Lumpur,17000000,5,5,0,Land-area,Partly
Jalan-Ipoh,Kuala-Lumpur,1500000,5,2,0,Land-area,Partly
Cheras,Kuala-Lumpur,1050000,6,4,0,Land-area,Fully
Setapak,Kuala-Lumpur,1300000,5,5,0,Land-area,Unfurnished
Kepong,Kuala-Lumpur,688000,3,2,0,Land-area,Partly
Segambut,Kuala-Lumpur,1200000,4,3,0,Land-area,Partly
Taman-Melawati,Kuala-Lumpur,870000,4,3,0,Land-area,Unfurnished
Kepong,Kuala-Lumpur,1130000,4,3,0,Land-area,Partly
OUG,Kuala-Lumpur,1620000,7,4,0,Land-area,Partly
OUG,Kuala-Lumpur,1620000,7,4,0,Land-area,Partly
Setiawangsa,Kuala-Lumpur,1650000,4,3,0,Land-area,Partly
Desa-ParkCity,Kuala-Lumpur,5000000,7,8,0,Land-area,Unfurnished
Desa-ParkCity,Kuala-Lumpur,5000000,7,8,0,Land-area,Unfurnished
Desa-ParkCity,Kuala-Lumpur,5400000,7,6,0,Land-area,Unfurnished
Desa-ParkCity,Kuala-Lumpur,6000000,7,6,0,Land-area,Partly
Bangsar,Kuala-Lumpur,2480000,4,3,0,Land-area,Partly
Kuchai-Lama,Kuala-Lumpur,910000,4,2,0,Land-area,Partly
OUG,Kuala-Lumpur,1325000,5,3,0,Land-area,Partly
Mont-Kiara,Kuala-Lumpur,3500000,5,5,0,Land-area,Partly
Kepong,Kuala-Lumpur,1888880,6,6,0,Land-area,Partly
Setapak,Kuala-Lumpur,720000,4,2,0,Land-area,Partly
Setiawangsa,Kuala-Lumpur,1799000,4,4,0,Land-area,Partly
Bukit-Tunku,Kuala-Lumpur,12000000,9,7,0,Land-area,Partly
Taman-Melawati,Kuala-Lumpur,1800000,6,7,0,Land-area,Unfurnished
Taman-Desa,Kuala-Lumpur,1900000,5,4,0,Land-area,Unfurnished
Sri-Petaling,Kuala-Lumpur,1150000,6,5,0,Land-area,Partly
Taman-Sri-Keramat,Kuala-Lumpur,1125000,4,3,0,Land-area,Partly
Kepong,Kuala-Lumpur,1300000,5,3,0,Land-area,Partly
Sri-Hartamas,Kuala-Lumpur,2650000,6,0,0,Land-area,Partly
Kepong,Kuala-Lumpur,1350000,4,4,0,Land-area,Partly
Taman-Melawati,Kuala-Lumpur,2000000,6,7,0,Land-area,Fully
Desa-ParkCity,Kuala-Lumpur,3150000,4,5,0,Built-up,Partly
Dutamas,Kuala-Lumpur,1500000,6,5,0,Built-up,Fully
Jinjang,Kuala-Lumpur,1200000,5,4,0,Built-up,Partly
Bangsar,Kuala-Lumpur,2300000,4,5,0,Built-up,Partly
Kepong,Kuala-Lumpur,1750000,5,5,0,Built-up,Partly
Ampang,Kuala-Lumpur,700000,3,3,0,Built-up,Fully
